id:ID,name,type,:LABEL
entity:275a36d692e9babb0409,Hiệp ước Paris,EVENT,Entity
entity:3da24e8042da1696186c,Tuyên ngôn 1763,EVENT,Entity
entity:ba2978ef305df13274f9,Cuộc cách mạng Mỹ,EVENT,Entity
entity:80c46d60e1a78894dee4,Hoa Kỳ,ORGANIZATION,Entity
entity:360e0c7374feb30fa0f0,năm 1754,DATE,Entity
entity:64864701e3448647b4b8,năm 1787,DATE,Entity
entity:1d68b4c5c0e5e0e90e60,thực dân Mỹ,PERSON,Entity
entity:ada0763b1fc733fcd865,Mỹ,ORGANIZATION,Entity
entity:06a45e6d2dfd1defd48b,vùng lãnh thổ Indiana,LOCATION,Entity
entity:a2fcfdaf81cd0c9245f5,Michigan (Mi-chi-gân),LOCATION,Entity
entity:0d8120f037e3b1cddcfe,Sắc lệnh Tây Bắc (Northwest Ordinance),EVENT,Entity
entity:644f4f942f083b5a50c5,Ngày 19 tháng 2 năm 1803,DATE,Entity
entity:c64c839947cbdcd9af01,Tổng thống Jefferson,PERSON,Entity
entity:826cd9d0c8023f751055,Quốc hội,ORGANIZATION,Entity
entity:45576046fffbece7ed68,tiểu bang thứ 17,CONCEPT,Entity
entity:88c834d3a1597a1715c7,năm 1812,DATE,Entity
entity:427c117277f4c7492796,Louisiana,LOCATION,Entity
entity:aa0d6e4a06c1851f3bc0,ngày 22 tháng 10 năm 1953,DATE,Entity
entity:2bb2463a111eb4307f3a,Tổng thống Eisenhower,PERSON,Entity
entity:e2c0fa57dcb95e392d45,Chiến tranh Toledo,EVENT,Entity
entity:3947d8b741a362867cae,Gargamesh,LOCATION,Entity
entity:b005e472100d56c428b8,Toledo,LOCATION,Entity
entity:c241b3006630d419fc8a,Columbus,LOCATION,Entity
entity:627d515878295f7dbcb7,John Kasich,PERSON,Entity
entity:138e601aefc050d8f4f0,đảng Cộng hòa,ORGANIZATION,Entity
entity:a6d3612bf2a805baf4ad,J. D. Vance,PERSON,Entity
entity:f9ca41e46c5c00c1e2fc,Sherrod Brown,PERSON,Entity
entity:bd3db5549a783ffe6d1d,Đảng Dân chủ xã hội,ORGANIZATION,Entity
entity:b9d76b712503b909f516,năm 1793,DATE,Entity
entity:f673f9116545b1879ee2,hồ Erie,NATURE,Entity
entity:e7b0a7831f077e66b6d6,Ngũ Đại Hồ,NATURE,Entity
entity:bf830a33fdd09bdcc997,Ontario,LOCATION,Entity
entity:a3d0396eda35c51711a7,Canada,LOCATION,Entity
entity:30153c0d72ee59f22e57,Pennsylvania,LOCATION,Entity
entity:33ae56b181699bb2f9f7,Tây Virginia,LOCATION,Entity
entity:e38e8b8ae443e161516b,Đầm Lầy Tối Tăm,LOCATION,Entity
entity:4da79c9f0e50a26ffac6,cao nguyên Allegheny,LOCATION,Entity
entity:27a94d60f809daa99e46,Sông Miami,NATURE,Entity
entity:6d6c6a8759589ee4201c,Sông Scioto,NATURE,Entity
entity:571c8960f5e586bd2bd0,Sông Cuyahoga,NATURE,Entity
entity:d7a3342eb1026090079d,Sông Muskingum,NATURE,Entity
entity:f4feb30ebad1fd86ae31,ngô,CONCEPT,Entity
entity:753981580c27e85215cc,sở Mỹ,LOCATION,Entity
entity:edce534209a6005e0865,hồ,NATURE,Entity
entity:04b95aadaf5ec5dba89f,thắng cảnh bên sông,NATURE,Entity
entity:58c401e24eb09250cf8f,địa điểm khảo cổ học về dân da đỏ,LOCATION,Entity
entity:774e55e8a067d3d2a98e,Tổng sản phẩm của Ohio,CONCEPT,Entity
entity:5c0673829f52b21176c7,năm 1999,DATE,Entity
entity:a991148cb8be09b1d748,thu nhập tính theo đầu người,CONCEPT,Entity
entity:591b36445c29faa0b06b,ngành sản xuất nông nghiệp,CONCEPT,Entity
entity:3bf52f848b24adf27054,đậu nành,NATURE,Entity
entity:59d41d25a57c1783f3cc,sản phẩm từ sữa,NATURE,Entity
entity:2c4ac2be51a29d60e1c5,ngô,NATURE,Entity
entity:3399b1979bbe9dc9026e,cà chua,NATURE,Entity
entity:74ffd01f18d8df3d4cec,lợn,NATURE,Entity
entity:1e513be8383bcb1c3e47,bò,NATURE,Entity
entity:e751b37a6abc1c528559,gia cầm,NATURE,Entity
entity:4cfdf7cc366e44e23fb6,trứng,NATURE,Entity
entity:ed7d9792d7cf3267f2e3,$28.400 (USD),CONCEPT,Entity
entity:e62550c2b9873385f3da,thiết bị chuyên chở,ARTIFICIAL,Entity
entity:af716371b25f108cb50c,sản phẩm kim loại đúc sẵn,ARTIFICIAL,Entity
entity:d73353a0185d9cf0a42f,máy móc,ARTIFICIAL,Entity
entity:4e7449c55c969f002a0f,chế biến đồ ăn,ARTIFICIAL,Entity
entity:c45618d4d93f6f59b946,thiết bị điện,ARTIFICIAL,Entity
entity:bd80b6e092aa4806ba0b,Thống kê Dân số năm 2000,EVENT,Entity
entity:cd37da90bd62c8744b07,11.353.140 người,CONCEPT,Entity
entity:8a7fd3d6858d9166ac44,những năm 1990,DATE,Entity
entity:ac2b07287edb8379b491,506.025 người,CONCEPT,Entity
entity:9cdf2b88821aea78c5cd,người da trắng,CONCEPT,Entity
entity:19c12eabac8451b9b8d9,Người Mỹ gốc Phi,CONCEPT,Entity
entity:41d3cf64bd8f03937de6,người Hispanic hay Latino,CONCEPT,Entity
entity:205d0345fbf6178a66f6,người Mỹ gốc châu Á,CONCEPT,Entity
entity:82173f3a571a49c1a17e,Người thổ dân da đỏ,CONCEPT,Entity
entity:bcd9b1c7e6c96bb3fd91,người gốc Hawaii hay từ các đảo ngoài Thái Bình Dương,CONCEPT,Entity
entity:39c8d8b148c1657b1cc1,phân biệt đối xử chủng tộc,CONCEPT,Entity
entity:6f4de121d2580c671534,người có máu hỗn hợp,CONCEPT,Entity
entity:32e9d66f5f60eb9620c4,người Đức,CONCEPT,Entity
entity:0561444f7b0e30863bc1,Ailen,CONCEPT,Entity
entity:a20f8b46851ad7b9bcc8,Mỹ gốc Phi,CONCEPT,Entity
entity:f6b58d6b46399127109b,Anh,CONCEPT,Entity
entity:885e2e22c49a7b24a2a8,người Mỹ,CONCEPT,Entity
entity:e1d31e828be40af57b18,Đại học Tiểu bang Ohio,ORGANIZATION,Entity
entity:ab479d7bad09b811207d,13 trường đại học công lập,ORGANIZATION,Entity
entity:54b8442fcc2bd1955d35,24 chi nhánh các trường đại học công lập và khu vực,ORGANIZATION,Entity
entity:c2628c7790592af4f660,miền đông nam California,LOCATION,Entity
entity:fe0771be050181eb6fd1,Richard Nixon,PERSON,Entity
entity:5d605a64cfa535c890d1,Yorba Linda,LOCATION,Entity
entity:617fa374a68249cfc29b,Thái Bình Dương,NATURE,Entity
entity:60d5a388723af27a25a9,Oregon,LOCATION,Entity
entity:1d4bf2a152bed96afc53,Nevada,LOCATION,Entity
entity:f9bed952c916781d595a,Arizona,LOCATION,Entity
entity:477bcaa1efa8d5c832f4,Baja California Sur,LOCATION,Entity
entity:4d25552867248f4ba823,México,LOCATION,Entity
entity:62a397548c44f248e237,Central Valley,LOCATION,Entity
entity:b2381785f673b275c4e8,Đại Los Angeles,LOCATION,Entity
entity:40398c78d6426bfbd8de,San Francisco,LOCATION,Entity
entity:46e9f55d521db5a4c1a1,San Jose,LOCATION,Entity
entity:520ddb16ae97a94d27e7,Long Beach,LOCATION,Entity
entity:9c122b34245ce153d4d9,Oakland,LOCATION,Entity
entity:b4e9574cff5f61279179,Santa Ana/Quận Cam,LOCATION,Entity
entity:3c12fcf4ce0e4ea156ee,Quận San Diego,LOCATION,Entity
entity:5fcf7d8146663f02822c,Sacramento,LOCATION,Entity
entity:be9c9354dc8f4a64dc7d,"Bắc Fork, California",LOCATION,Entity
entity:649ad23d62fecb0e1fe5,dãy núi bờ biển,NATURE,Entity
entity:1a7a5e70ad6c0d2d4afc,dãy núi đá granit Sierra Nevada,NATURE,Entity
entity:c48f935329ef9dec705d,dãy núi Cascade có đá lửa,NATURE,Entity
entity:bab5abd280d544db26ae,dãy núi Tehachapi,NATURE,Entity
entity:6cb39de3478ec4bcc439,thung lũng Trung tâm,LOCATION,Entity
entity:f081e9082a72803388f8,dãy núi Cascade,NATURE,Entity
entity:c7e85e36a8fe8da67839,Dự án Nước Tiểu bang,MISSION,Entity
entity:7f9088c7b8ddcbb9f030,Dự án Thung lũng Trung tâm,MISSION,Entity
entity:48344582e5a12bf543fe,Stockton,LOCATION,Entity
entity:1b99c30dc25a810a0c61,thung lũng San Joaquin,LOCATION,Entity
entity:6f09fe640cedb64c88ec,sông San Joaquin,NATURE,Entity
entity:2573c53ab44114a6f85e,thung lũng Sacramento,LOCATION,Entity
entity:3c331c888162610104b8,sông Sacramento,NATURE,Entity
entity:754e1e31955119600903,Châu thổ vịnh Sacramento - San Joaquin,LOCATION,Entity
entity:6baa4e85fabe02252725,Dãy núi Sierra Nevada,LOCATION,Entity
entity:30bedfd800c328a32b93,núi Whitney,NATURE,Entity
entity:9252694ceaa0bd6ba73c,mùa đông,DATE,Entity
entity:8bd23c81b2dfbfac006e,Sierra Nevada,NATURE,Entity
entity:c8fa7b95b24c9d3c74b6,Công viên Quốc gia Yosemite,LOCATION,Entity
entity:83567e622a8ad0714a0a,hồ Tahoe,NATURE,Entity
entity:4202b0c47e358e88b9b3,thung lũng Owens,LOCATION,Entity
entity:61eaa3f3ffd0f2e071ca,hồ Mono,NATURE,Entity
entity:c5cb829f0c8b8abd5893,hồ Clear,NATURE,Entity
entity:476e512f16050e5b8064,sông băng Palisade,NATURE,Entity
entity:36014b6f4fda9b2b7302,Alaska,LOCATION,Entity
entity:7ae89d237b4c9289e015,dãy núi San Gabriel,NATURE,Entity
entity:54c996f16c492e124578,dãy núi San Bernardino,NATURE,Entity
entity:95eb74f299443aa3563f,rừng cây lá rộng,NATURE,Entity
entity:89c90d5fb05cc4f35f39,dãy núi San Gabriel,LOCATION,Entity
entity:1b3a621534ba2a440844,dãy núi San Bernardino,LOCATION,Entity
entity:d171dfc5a8e9ea93a9f2,miền Nam California,LOCATION,Entity
entity:d74c059035ba1653b986,sa mạc,NATURE,Entity
entity:4995f1b072b6017210ca,dãy núi Transverse,LOCATION,Entity
entity:8b66ac0956066509034b,biển Salton,LOCATION,Entity
entity:6926c1cade66510ba58c,sa mạc Mojave,LOCATION,Entity
entity:d93c94d130cfe3b1d2b2,thung lũng Chết,LOCATION,Entity
entity:26e4ef4ecc3163ab338f,Badwater Flat,LOCATION,Entity
entity:5eb781db288cb0e20d18,núi Whitney,LOCATION,Entity
entity:2a5b718237031ac5a6b9,Lee Bergthold,PERSON,Entity
entity:c84b6d38dfc49a5c39e8,thung lũng Coachella,LOCATION,Entity
entity:5ae67e67ab78665f37ea,thung lũng Imperial,LOCATION,Entity
entity:d9b378dcc33ea99c4357,San Jose-San Francisco-Oakland,LOCATION,Entity
entity:83b40e558471a01b8db6,Los Angeles-Long Beach,LOCATION,Entity
entity:cb0080aca417a88e3876,Santa Ana-Irvine-Anaheim,LOCATION,Entity
entity:bd5434bba05a4297ee22,vết đứt gãy San Andreas,NATURE,Entity
entity:1e41ef24f5116228bda2,Washington,LOCATION,Entity
entity:b39bdbafb62d5f2bce70,Missouri,LOCATION,Entity
entity:2ab7e97d6b6a45caeeb2,vết đứt gãy New Madrid,NATURE,Entity
entity:5edc180aab8eb76dad2d,động đất,EVENT,Entity
entity:4e82ec85587d41a65763,núi lửa Mammoth,NATURE,Entity
entity:562503fb9d431069b450,đỉnh Lassen,NATURE,Entity
entity:86a98ce3e17b51b3a75a,núi lửa Shasta,NATURE,Entity
entity:04633deb375ed925733a,vùng vịnh San Francisco,LOCATION,Entity
entity:136847f9df560a498121,năm 1914,DATE,Entity
entity:e851aca37cab9087a0e1,1921,DATE,Entity
entity:e6810dcad4ef60213c68,Dịch vụ Vườn Quốc gia (NPS),ORGANIZATION,Entity
entity:28d7ed455ef7214affe6,Đảo Alcatraz,LOCATION,Entity
entity:8792f1ad4d8b0fc75f9b,Đài kỷ niệm Quốc gia Cabrillo,LOCATION,Entity
entity:8b4259e00d3dc4e4df5a,Đường mòn California,LOCATION,Entity
entity:8448b3dbf82b1c3f52a2,Công viên Quốc gia Quần đảo Eo biển,LOCATION,Entity
entity:a1b3e948ad602ffc2d0a,Công viên Quốc gia Thung lũng Chết,LOCATION,Entity
entity:24f302b464a48ffc441b,Đài kỷ niệm Quốc gia Devils Postpile,LOCATION,Entity
entity:e422a39964db1eee7c2a,Khu tưởng niệm Eugene O'Neill,LOCATION,Entity
entity:5d947d326ed88006da8b,Pháo đài Point,LOCATION,Entity
entity:bb7c417551f6d45ec850,Khu giải trí Quốc gia Cổng Vàng,LOCATION,Entity
entity:1a36187329467d4f4d48,Khu tưởng niệm John Muir,LOCATION,Entity
entity:34a843fd34d2964c7f1e,Công viên Quốc gia Joshua Tree,LOCATION,Entity
entity:bdb8cecec1057c2cd437,Đường mòn Juan Bautista de Anza,LOCATION,Entity
entity:569e5163a856eb5c1f24,Công viên Quốc gia Kings Canyon,LOCATION,Entity
entity:167b702c82982f76a6bb,Công viên Quốc gia Núi lửa Lassen,LOCATION,Entity
entity:36d59360a14bec5f1c09,Đài kỷ niệm Quốc gia Lớp dung nham,LOCATION,Entity
entity:c209ef67835b0494229e,Trại giam Manzanar,LOCATION,Entity
entity:488dbc7899b8f0d59427,Khu bảo tồn Quốc gia Mojave,LOCATION,Entity
entity:48c4bf9646c18987d8a7,Đài kỷ niệm Quốc gia Muir Woods,LOCATION,Entity
entity:4771e00a807e37ade58e,Đường mòn Tây Ban Nha Cũ,LOCATION,Entity
entity:3b717951af4d47075a65,Bờ biển Quốc gia Mũi Reyes,LOCATION,Entity
entity:d62b118e73b6b5e497a7,Đường mòn Pony Express,LOCATION,Entity
entity:241ffea9e12faa679e7f,Đài kỷ niệm Quốc gia Kho đạn Hải quân Cảng Chicago,LOCATION,Entity
entity:8d153e5543af62449246,Công viên Quốc gia Redwood,LOCATION,Entity
entity:2b8ad1357324055bf380,Công viên lịch sử Quốc gia Hậu phương Chiến tranh thế giới thứ hai Rosie the Riveter,LOCATION,Entity
entity:184007cdf20b4f3bba02,Công viên lịch sử Quốc gia Hàng hải San Francisco,LOCATION,Entity
entity:b41c2e3ae5887eddb569,Khu giải trí Quốc gia Dãy núi Santa Monica,LOCATION,Entity
entity:56b474512382585360cc,Công viên Quốc gia Củ tùng,LOCATION,Entity
entity:f8418a53a02e9ee27ad8,Khu giải trí Quốc gia Whiskeytown,LOCATION,Entity
entity:9d73fe016ca969c7f0e0,người thổ dân,CONCEPT,Entity
entity:3e9fc2c5a20def0591c9,Chumash,ORGANIZATION,Entity
entity:a7478b9b3520ed268339,Pomo,ORGANIZATION,Entity
entity:f873a4b22df998139b6e,Salinas,ORGANIZATION,Entity
entity:a36d5c6442f4a53053da,João Rodrigues Cabrilho,PERSON,Entity
entity:26db33b5653e8f7418ce,Francis Drake,PERSON,Entity
entity:57f24c6ab22a27759227,năm 1542,DATE,Entity
entity:255f38e3f34b81613c77,năm 1579,DATE,Entity
entity:b7ba37c76b04f85fa488,Bồ Đào Nha,LOCATION,Entity
entity:f8c4b951e0942db6acb1,bờ biển phía tây Hoa Kỳ,LOCATION,Entity
entity:f1cfba1329cbd7745d4d,hội truyền giáo Tây Ban Nha,ORGANIZATION,Entity
entity:d6d83e1830442ba417c8,Đế quốc Tây Ban Nha,ORGANIZATION,Entity
entity:605c481b2e2a6b34636c,Alta California,LOCATION,Entity
entity:7d8c15b298ee51512156,Utah,LOCATION,Entity
entity:79cb57516a2ed026d6b4,Wyoming,LOCATION,Entity
entity:f99e934c65d49e33e9e8,biển Cortez,LOCATION,Entity
entity:04671f4a4649b976a172,bờ biển Thái Bình Dương,LOCATION,Entity
entity:b6872dd147049fb94fad,Las sergas de Esplandián,WORK,Entity
entity:b811b0a9bf859a4311f9,Garci Rodríguez de Montalvo,PERSON,Entity
entity:5bea35f8beae2f8ac154,thế kỷ XVI,DATE,Entity
entity:f6c6a49ea67b0b46ee4f,Tây Ban Nha,ORGANIZATION,Entity
entity:0a2936a8bb6af5b3ec39,Mexico,ORGANIZATION,Entity
entity:60b205b982dd4708c0b9,Chiến tranh giành độc lập México,EVENT,Entity
entity:ac57751618f44f204758,Quốc gia châu Âu,CONCEPT,Entity
entity:31f7360e7040cd070a66,1810-1821,DATE,Entity
entity:5eca78bb2e77e8d1036c,rancho,CONCEPT,Entity
entity:59c6a9818c26bec56f3c,quý tộc Nga,PERSON,Entity
entity:2b8e204952572338fc65,Sa hoàng,PERSON,Entity
entity:ed74f7b5b872cca8324a,chính phủ Mexico,ORGANIZATION,Entity
entity:3dabb2c5219492054209,presidio,CONCEPT,Entity
entity:996dd4bbeecc2ed2842f,pháo đài (presidio),ARTIFICIAL,Entity
entity:b5b8696fa98fe10c42eb,y học hiện đại,SCIENCE,Entity
entity:c7ee6b0d543c1214a3fc,bệnh sốt vàng,CONCEPT,Entity
entity:d44ac338e47fdb41f89b,dịch hạch,CONCEPT,Entity
entity:7430ca42f6f03da982c0,muỗi,NATURE,Entity
entity:a645242c6d80c78df215,bọ chét,NATURE,Entity
entity:71708c032d80eb075c4e,Mexico,LOCATION,Entity
entity:7c5ab54a3c12e1deb30a,Tây Ban Nha,LOCATION,Entity
entity:c6e3be5dcded006c788b,Đức Bà Maria,PERSON,Entity
entity:812cbc1fed3a44798c62,Thánh Phanxicô thành Assisi,PERSON,Entity
entity:230e911c9446b9aa9541,Thánh Giuse,PERSON,Entity
entity:cb720c41a6d12923b933,Thánh Điđacô,PERSON,Entity
entity:d613e4a08276087fb561,Chiến tranh Mỹ-Mexico,EVENT,Entity
entity:5d9b8b48c26825c2eaea,1846-1848,DATE,Entity
entity:da84087dde934c5edd09,1846,DATE,Entity
entity:7ada98993dfe8d596f7f,chính phủ California,ORGANIZATION,Entity
entity:e1e2c1baee2598a8e20c,Cờ Gấu,WORK,Entity
entity:1258ae060f7c066cdff9,Thiếu tướng John D. Sloat,PERSON,Entity
entity:bfa91db0693ce796c163,người Tây Ban Nha,PERSON,Entity
entity:6511f0df75d34f815caa,cuộc đổ xô tìm vàng ở California năm 1849,EVENT,Entity
entity:cc05ed2688cb7b4e4d85,năm 1848,DATE,Entity
entity:935de156734fc41cb06e,năm 1850,DATE,Entity
entity:485f07c28c6ca9a60042,vàng,NATURE,Entity
entity:1b432a546d27c640e930,chế độ nô lệ,CONCEPT,Entity
entity:8f809478a8a6a7353bfc,Liên bang,CONCEPT,Entity
entity:4c0cd20cac90a11515fd,những năm 1870,DATE,Entity
entity:1325188eab63d4ac0dee,đường xe lửa xuyên lục địa đầu tiên,EVENT,Entity
entity:98a2d03763188ee557fb,cây ăn quả,NATURE,Entity
entity:653528808dfb3e8f0707,cam quýt,NATURE,Entity
entity:9825c2aea52f803e788b,ngành sản xuất nông nghiệp California,CONCEPT,Entity
entity:43aab1f4c82dfeca3c36,Đường Lincoln,WORK,Entity
entity:331b199472c1e3f5c48f,Xa lộ 66,WORK,Entity
entity:670cbd1e5e0ad3b88ee6,1900 đến 1965,DATE,Entity
entity:f2346b4cdb9742b473de,Liên bang,ORGANIZATION,Entity
entity:713d3da90147d4978747,1965 đến nay,DATE,Entity
entity:2e882881d1874eff0291,công ty kỹ thuật,ORGANIZATION,Entity
entity:47d7652f48bb9fa52eb9,ngành công nghiệp điện ảnh và truyền hình,CONCEPT,Entity
entity:6723ba60fb02766ca878,công nghiệp âm nhạc,CONCEPT,Entity
entity:b5d0cbad68723b4f8ad8,36.132.147,DATE,Entity
entity:cd3fe4828bcde915e6a0,giữa năm 2006,DATE,Entity
entity:8471dbcc2ba7fd1f1d46,tháng 3 năm 2005,DATE,Entity
entity:1ed07fc5a5b89027141e,Lĩnh vực kỹ thuật,TECHNOLOGY,Entity
entity:ad6a85a494b2ba519fc5,1.557.112,DATE,Entity
entity:31dced1b552af1e8c0db,2.781.539,DATE,Entity
entity:94f07486844c0a2e269f,1.224.427,DATE,Entity
entity:76a1a286b47912fd94c5,751.419,DATE,Entity
entity:aa7c0efb18375a4693cc,290.109,DATE,Entity
entity:b21f15945f512b733748,2.260.494,DATE,Entity
entity:9bf93f6af9b27986044c,Hawaii,LOCATION,Entity
entity:7827b36049d0a924f1b9,New Mexico,LOCATION,Entity
entity:e7f6a5d2f017a013a226,người gốc từ châu Mỹ Latinh,CONCEPT,Entity
entity:01a99bac252b883af87c,đầu năm 2024,DATE,Entity
entity:af50d2fec0e29ef56683,các nhà nghiên cứu,PERSON,Entity
entity:6995fbfbb96fd3bb3edf,châu Mỹ Latinh,LOCATION,Entity
entity:2820cc76116b791d7253,tiếng Tây Ban Nha,CONCEPT,Entity
entity:1461709a57088eb07207,tiếng Tagalog,CONCEPT,Entity
entity:226ff4025de9b1a69a05,Hiến pháp California,WORK,Entity
entity:756cdf81f6a859c00638,năm 1986,DATE,Entity
entity:e4933f4314befd374f94,Kitô giáo,CONCEPT,Entity
entity:34245a047b80fcefe7b6,Giáo hội Công giáo Rôma,ORGANIZATION,Entity
entity:0cce83d63341a2ab69c8,Tin Lành,CONCEPT,Entity
entity:ec81c95fac170f355796,Baptist,ORGANIZATION,Entity
entity:5dd6195b469fdbdf6cf5,Trưởng Lão,ORGANIZATION,Entity
entity:f60f3befb4bcd3975125,Giáo hội Luther,ORGANIZATION,Entity
entity:2cdfb9e4465e8890085e,Do Thái giáo,CONCEPT,Entity
entity:8915dd5131e23c680540,Phật giáo Thượng toạ bộ,CONCEPT,Entity
entity:2237c7ae2893ae23e540,Hồi giáo,CONCEPT,Entity
entity:a5c4f07fc53e5ac648fc,nền kinh tế California,CONCEPT,Entity
entity:88b00d97e7f0815e030f,tổng sản phẩm quốc nội (GDP) Hoa Kỳ,CONCEPT,Entity
entity:8f34ad9622c3f1cf3092,nông nghiệp,KEYWORD,Entity
entity:fcd62b0c10b18e41fdfe,hàng không vũ trụ,TECHNOLOGY,Entity
entity:5b618b4f99d73d295387,giải trí,KEYWORD,Entity
entity:60bd087553cd5b6760db,công nghiệp nhẹ,KEYWORD,Entity
entity:68b9c472403bb6072fb5,du lịch,KEYWORD,Entity
entity:5be9df94ef9a5902ea1b,Hollywood,LOCATION,Entity
entity:86948fbf3e2a3baafdc7,thung lũng Trung tâm California,LOCATION,Entity
entity:7fb995d928e608315d21,thung lũng Silicon,LOCATION,Entity
entity:dc340deb6be948378af5,vùng Rượu vang,LOCATION,Entity
entity:10ef4a50ecbcbb3affbe,chính phủ liên bang Hoa Kỳ,ORGANIZATION,Entity
entity:ad7743b4daa67bc75251,Thống đốc California,PERSON,Entity
entity:e82904079db3e2de23cb,Cơ quan lập pháp bang California,ORGANIZATION,Entity
entity:1b6256322febee17557f,Hạ viện,ORGANIZATION,Entity
entity:781e01e58d328a8c5dbe,Thượng viện,ORGANIZATION,Entity
entity:f155d127cd1050859b05,Tòa án Tối cao California,ORGANIZATION,Entity
entity:8102fcb2f89d124a4b14,các tòa cấp dưới,ORGANIZATION,Entity
entity:547d1628cc89777ef9f7,khuyến nghị,CONCEPT,Entity
entity:dda3bb03422f9692bb36,trưng cầu dân ý,CONCEPT,Entity
entity:dd5c8e03a13aff5a0e10,phê chuẩn,CONCEPT,Entity
entity:6e5555d11a31b6868557,tu chính án của hiến pháp tiểu bang,CONCEPT,Entity
entity:b3ca1ef5944c916c1222,hệ thống trường công,ORGANIZATION,Entity
entity:a2bde0a221c8e4298d51,trường trung học công lập,ORGANIZATION,Entity
entity:a3a017b7001ca2052dad,giáo dục tổng quát,CONCEPT,Entity
entity:9dbd734bb8f1b05e3d10,ban phụ trách các trường,ORGANIZATION,Entity
entity:275c6c3f304032a495a6,thuế thu nhập,CONCEPT,Entity
entity:cf212dc1a9f63629e96f,tỷ lệ người biết đọc viết,CONCEPT,Entity
entity:4add0290cc3f1b8abbd3,học sinh giỏi,CONCEPT,Entity
entity:0cbc1ef9518bea05d16e,sinh viên tương lai,CONCEPT,Entity
entity:1b0bf4dbd346d05e4a64,học sinh công nghiệp,CONCEPT,Entity
entity:b1d8fe019d2200771f8a,vùng nghèo,LOCATION,Entity
entity:d7ee3e0b8515f60b32a4,70%,DATE,Entity
entity:ea68d82980fa828438fc,Hệ thống trường trung học công lập,ORGANIZATION,Entity
entity:4b90b5ba55936f8f6fe4,lớp tùy chọn,CONCEPT,Entity
entity:a4fcd3cef6381c3041d9,nghề thủ công,CONCEPT,Entity
entity:1c0d6869e78df892d8c7,ngôn ngữ,SCIENCE,Entity
entity:89ce9843f6a5155b9533,khoa học nhân văn,SCIENCE,Entity
entity:e2b38453295adf583439,học sinh giỏi,PERSON,Entity
entity:e48bbd5380aad8fffef1,sinh viên tương lai,PERSON,Entity
entity:ca563d33560121ae1f02,học sinh công nghiệp,PERSON,Entity
entity:c50aa1d406ad31558a53,14-18 tuổi,DATE,Entity
entity:530b15ded3f4de9a8e54,các tổ chức chính phủ,ORGANIZATION,Entity
entity:73426c176c912b3ff78e,trường trung học cơ sở,ORGANIZATION,Entity
entity:8dbb4e46c30903839828,cách học,CONCEPT,Entity
entity:88496ebc1db7b4e383f1,lịch sử,SCIENCE,Entity
entity:68ec2407910a1a4edd33,xã hội,SCIENCE,Entity
entity:15329a43adc259095437,trường mẫu giáo công lập (förskola),ORGANIZATION,Entity
entity:fa02af2213a578c23358,5 tuổi,DATE,Entity
entity:071d975031581939fa82,6 tuổi,DATE,Entity
entity:84a2730dc04915382bdb,Đại học Tiểu bang California tại San Bernardino,ORGANIZATION,Entity
entity:cfc8e9cca63ddf51dbc0,UC,ORGANIZATION,Entity
entity:e9ff646f050e0aa4e290,giải Nobel,EVENT,Entity
entity:df5dde5a2d49920e8449,UC-Berkeley,ORGANIZATION,Entity
entity:6d1cbe6f55196523918c,Đại học Tiểu bang San Francisco,ORGANIZATION,Entity
entity:dd73dc59c5712bb90454,Đại học Tiểu bang California tại Los Angeles,ORGANIZATION,Entity
entity:bba8e77b99a56fc724e8,Đại học Tiểu bang San Diego,ORGANIZATION,Entity
entity:412aee650a87841690fe,UC-Davis,ORGANIZATION,Entity
entity:eae6c0a83b6bc7e079c8,UC-Santa Cruz,ORGANIZATION,Entity
entity:226c9edd18931b1c931b,UC-Santa Barbara,ORGANIZATION,Entity
entity:eefa473cbaa820c7c3b6,UC-Irvine,ORGANIZATION,Entity
entity:280796d2794fb564320c,UC-Riverside,ORGANIZATION,Entity
entity:76e1b2e564f1eb6ae10a,UC-Merced,ORGANIZATION,Entity
entity:f80057fe126aff2cb0d6,Trường Đại học Luật Hastings,ORGANIZATION,Entity
entity:acd3242bb08d20ae9f04,Bộ Năng lượng Hoa Kỳ,ORGANIZATION,Entity
entity:4fbc2752b5512cece031,Phòng thí nghiệm Quốc gia Lawrence Berkeley,ORGANIZATION,Entity
entity:9a993af602de42a113ba,"Berkeley, California",LOCATION,Entity
entity:d0832441f0a19658f64c,nghiên cứu cơ bản về vũ trụ,SCIENCE,Entity
entity:544a6ac1d5534f0e4457,sinh học định lượng,SCIENCE,Entity
entity:2a3a5d2d107e1ae0a2ce,khoa học nano,SCIENCE,Entity
entity:c0d7a2e87d4398af39d9,hệ thống năng lượng mới,TECHNOLOGY,Entity
entity:0af8f686b586ce3e883e,giải pháp môi trường,CONCEPT,Entity
entity:91b7b0a5adc6ae69bb58,điện toán tích hợp,TECHNOLOGY,Entity
entity:730ac4566c91863514d3,Phòng thí nghiệm Quốc gia Lawrence Livermore,ORGANIZATION,Entity
entity:2db405911febb83b2e38,Livermore,LOCATION,Entity
entity:ce6acef130ebdc9646ab,vũ khí hạt nhân của Mỹ,CONCEPT,Entity
entity:32973ac97e57e8e2c7e4,mô hình siêu máy tính và dự đoán,TECHNOLOGY,Entity
entity:85b81b88408569cc02cd,năng lượng và môi trường,SCIENCE,Entity
